,Latitude,Longitude,Number,Street,City,State,County,Zip,url
92,26.24332,-80.124205,153,NW 12th St,Pompano Beach,FL,Broward County,33060,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15299
93,26.251605,-80.16384,1698,Blount Rd,Pompano Beach,FL,Broward County,33069,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15300
94,26.252998,-80.162834,1700,Blount Rd,Pompano Beach,FL,Broward County,33069,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11006
59,27.00495,-82.157925,1476,Kenesaw St,Port Charlotte,FL,Charlotte County,33948,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9680
145,26.778299,-80.055141,1901,Broadway,Riviera Beach,FL,Palm Beach County,33404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11667
146,26.778953,-80.059716,200,W 20th St,Riviera Beach,FL,Palm Beach County,33404,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14928
164,28.290567,-80.69772,4087,Highway 1 S,Rockledge,FL,Brevard County,32955,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15586
172,29.868578,-81.326665,1797,Old Moultrie Rd,Saint Augustine,FL,St. Johns County,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13826
173,29.878067,-81.323239,1375,Arapaho Ave,Saint Augustine,FL,St. Johns County,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11122
175,29.888484,-81.313588,70,Washington St,Saint Augustine,FL,St. Johns County,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13825
13,28.800865,-81.285675,1701,W 13th St,Sanford,FL,Seminole County,32771,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7914
147,27.344592,-82.540989,1400,10th St,Sarasota,FL,Sarasota County,34236,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7985
148,27.340633,-82.539896,507,Kumquat Ct,Sarasota,FL,Sarasota County,34236,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7919
149,27.351553,-82.495791,3650,17th St,Sarasota,FL,Sarasota County,34235,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10143
96,27.500038,-81.436663,604,Lemon St,Sebring,FL,Highlands County,33870,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7806
32,27.756671,-82.637687,310,14th Ave S,Saint Petersburg,FL,Pinellas County,33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7957
34,27.777759,-82.64301,701,5th Ave N,Saint Petersburg,FL,Pinellas County,33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7087
36,27.775535,-82.646015,863,3rd Ave N,Saint Petersburg,FL,Pinellas County,33701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8060
39,27.8071,-82.671119,3835,28th St N,Saint Petersburg,FL,Pinellas County,33714,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12240
174,29.89317,-81.328786,62,Chapin St,Saint Augustine,FL,St. Johns County,32084,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13824
180,27.194304,-80.240025,821,SE Martin Luther King Jr Blvd,Stuart,FL,Martin County,34994,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7965
19,27.186973,-80.235142,1033,SE 14th St,Stuart,FL,Martin County,34994,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13135
181,27.166673,-80.219614,2484,SE Bonita St,Stuart,FL,Martin County,34997,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7667
207,30.453951,-84.290232,606,W 4th Ave,Tallahassee,FL,Leon County,32303,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16018
209,30.453711,-84.280097,1105,N Monroe St,Tallahassee,FL,Leon County,32303,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13243
204,30.440378,-84.331061,2650,Municipal Way,Tallahassee,FL,Leon County,32304,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8148
206,30.474197,-84.2869,325,John Knox Rd,Tallahassee,FL,Leon County,32303,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7609
208,30.43243,-84.304146,1224,Eppes Dr,Tallahassee,FL,Leon County,32304,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10007
203,30.455134,-84.345308,1380,Blountstown Hwy,Tallahassee,FL,Leon County,32304,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7247
205,30.480637,-84.29667,2810,Sharer Rd,Tallahassee,FL,Leon County,32312,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16017
212,30.460741,-84.227507,3004,Mahan Dr,Tallahassee,FL,Leon County,32308,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15254
29,27.946986,-82.456151,401,E Jackson St,Tampa,FL,Hillsborough County,33602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20400
30,27.959305,-82.459686,1514,N Florida Ave,Tampa,FL,Hillsborough County,33602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11099
31,27.963878,-82.45978,2301,N Tampa St,Tampa,FL,Hillsborough County,33602,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7758
33,27.971074,-82.459434,3000,N Florida Ave,Tampa,FL,Hillsborough County,33603,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12018
37,27.983489,-82.451528,4202,N Nebraska Ave,Tampa,FL,Hillsborough County,33603,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10297
41,28.008591,-82.48504,6718,N Armenia Ave,Tampa,FL,Hillsborough County,33604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11130
42,28.027377,-82.451103,8535,N Nebraska Ave,Tampa,FL,Hillsborough County,33604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11121
38,27.987548,-82.394792,4612,N 56th St,Tampa,FL,Hillsborough County,33610,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15164
40,28.010944,-82.406,4428,E Sligh Ave,Tampa,FL,Hillsborough County,33610,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12006
48,28.076728,-82.439626,1812,E 143rd Ave,Tampa,FL,Hillsborough County,33613,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13300
35,27.977418,-82.402875,3630,N 50th St,Tampa,FL,Hillsborough County,33619,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20459
177,27.609288,-80.387596,720,4th St,Vero Beach,FL,Indian River County,32962,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7596
178,27.619951,-80.389957,1015,Commerce Ave,Vero Beach,FL,Indian River County,32960,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8150
179,27.668661,-80.422361,3650,41st St,Vero Beach,FL,Indian River County,32967,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20290
151,28.217771,-82.263598,4158,Lado Dr,Wesley Chapel,FL,Pasco County,33543,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15636
128,26.725324,-80.056998,1320,Henrietta Ave,West Palm Beach,FL,Palm Beach County,33401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11034
125,26.687166,-80.065033,1003,Allendale Rd,West Palm Beach,FL,Palm Beach County,33405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15583
129,26.732435,-80.053142,2107,N Dixie Hwy,West Palm Beach,FL,Palm Beach County,33407,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10592
130,26.738799,-80.068013,2808,N Australian Ave,West Palm Beach,FL,Palm Beach County,33407,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11028
131,26.752747,-80.066754,1000,45th St,West Palm Beach,FL,Palm Beach County,33407,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12384
132,26.754422,-80.081438,1715,E Tiffany Dr,Mangonia Park,FL,Palm Beach County,33407,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15582
126,26.700027,-80.113948,1577,N Military Trl,West Palm Beach,FL,Palm Beach County,33409,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11290
127,26.712438,-80.094148,2122,Palm Beach Lakes Blvd,West Palm Beach,FL,Palm Beach County,33409,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7977
28,27.663192,-82.362204,18240,S US Highway 301,Wimauma,FL,Hillsborough County,33598,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11131
14,28.74216,-81.614443,6215,Holly St,Mount Dora,FL,Orange County,32757,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13959
